CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
50076386,IMPERIAL CAFE,Bronx,2133A,WILLIAMSBRIDGE ROAD,10461,7189753311,Coffee/Tea,3/12/21,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,Administrative Miscellaneous / Initial Inspection,40.85599567,-73.85564051
50009452,TACOMBI,Manhattan,30,WEST   24 STREET,10010,2122423491,Tex-Mex,8/3/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.74265372,-73.99020578
41650568,HARVEST CHINESE &THAI CUISINE,Manhattan,1502,1 AVENUE,10075,2129882268,Chinese,8/23/21,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,Cycle Inspection / Initial Inspection,40.77193108,-73.95297133
50055022,BURRITO MARIACHI,Manhattan,189,CHURCH STREET,10007,2122275151,Tex-Mex,8/3/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.71581285,-74.00722185
41603186,BRUNO'S RESTAURANT,Queens,15822,CROSSBAY BOULEVARD,11414,7183227866,Italian,8/23/21,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,Cycle Inspection / Initial Inspection,40.6603258,-73.84017058
40383281,GABY'S PIZZA,Queens,20423,HILLSIDE AVENUE,11423,7187409716,Pizza,8/6/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.72042481,-73.76089006
41636970,CHINA KING CHINESE RESTAURANT,Queens,22219,BRADDOCK AVENUE,11428,7184796762,Chinese,8/18/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.72879448,-73.73742931
40401002,JOHNNY MACK'S BAR,Brooklyn,1114,8 AVENUE,11215,7188327961,American,7/21/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.66439904,-73.98035533
41604543,THE NEW PORTALES TAQUERIA,Queens,2508A,BROADWAY,11106,7182046736,Mexican,7/21/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.76329699,-73.92821353
40370168,EAR INN,Manhattan,326,SPRING STREET,10013,2122269060,American,7/23/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.72599304,-74.00930109
40765358,HONG KONG RESTAURANT,Bronx,1811,WILLIAMSBRIDGE ROAD,10461,7184096100,Chinese,7/26/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.85072627,-73.85171562
40751449,LITTLE ITALY PIZZA,Manhattan,521,5 AVENUE,10017,2126873660,Pizza,8/10/21,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,Cycle Inspection / Initial Inspection,40.75407059,-73.97993536
40383284,VERDI RESTAURANT,Queens,149-58,CROSS ISLAND PARKWAY,11357,7187466000,Italian,8/19/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.7870351,-73.81442795
50057817,SOFIA AND GRACE COOKIE COMPANY,Brooklyn,163,RALPH AVENUE,11233,7184508034,Bakery,8/6/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.68436506,-73.92299137
41676787,CHOBANI SOHO,Manhattan,150,PRINCE STREET,10012,6073371246,American,8/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.72583696,-74.00106432
50081520,THE PALACE,Brooklyn,206,NASSAU AVENUE,11222,6122091132,American,8/27/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140¬∫ F to 70¬∫ F or less within 2  hours, and from 70¬∫ F to 41¬∫ F or less within 4 additional hours.",Critical,Cycle Inspection / Initial Inspection,40.72558756,-73.94463755
50105717,LITTLE TOWN COFFEE SHOP,Queens,90-17,130 STREET,11418,9172996593,Coffee/Tea,7/19/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.69867439,-73.82061818
50001282,WAHI DINER,Manhattan,3915,BROADWAY,10032,6464299400,American,8/24/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Cycle Inspection / Initial Inspection,40.83823358,-73.94183658
50104811,PLEIN AIR,Queens,6838,FOREST AVE,11385,8147770304,French,8/26/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Pre-permit (Operational) / Initial Inspection,40.70269709,-73.90110686
40510341,THE MUFFIN CAFE,Manhattan,222,COLUMBUS AVENUE,10023,2128751173,Coffee/Tea,8/4/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.7762866,-73.97962174
50055346,SOPHIE'S CUBAN CUISINE,Manhattan,1015,AVENUE OF THE AMERICAS,10018,2122217853,Latin American,8/6/21,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,Cycle Inspection / Initial Inspection,40.75213645,-73.98608618
50106822,HOMBRE TACO,Manhattan,30,ROCKEFELLER PLAZA,10112,6462462021,Tex-Mex,7/26/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Initial Inspection,40.75874744,-73.97869222
50068847,52ND SUSHI,Queens,5221,ROOSEVELT AVE,11377,7185079204,Japanese,8/25/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Cycle Inspection / Initial Inspection,40.74425642,-73.91219633
50110882,MAIMONIDES PARK-FLASH BAR,Brooklyn,1904,SURF AVENUE,11224,6155875580,Other,8/4/21,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,Pre-permit (Operational) / Initial Inspection,40.57506262,-73.98587843
50056957,NEUBERGER BERMAN EDR,Manhattan,1290,AVENUE OF THE AMERICAS,10119,3474974546,American,8/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.76085011,-73.97971672
41232290,HONG CHEUNG RESTAURANT,Brooklyn,407,NEW LOTS AVENUE,11207,7183427487,Chinese,8/19/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.66208042,-73.89255638
50054635,BURGER KING,Manhattan,327,WEST   42 STREET,10036,9175126842,American,8/11/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.75763467,-73.9907414
41308685,EL PATRON MEXICAN GRILL,Queens,194-01,NORTHERN BOULEVARD,11358,7188192121,Mexican,8/18/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.75790759,-73.78746978
40600516,CAFFE PALERMO,Manhattan,148,MULBERRY STREET,10013,2124314205,Italian,7/27/21,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.71892836,-73.99747476
40892468,NEW NO 1 CHINESE RESTAURANT,Brooklyn,1007,CLARKSON AVENUE,11212,7184950905,Chinese,7/20/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.65830986,-73.92445243
50085152,JUDY'S,Brooklyn,4022,5 AVENUE,11232,9293376252,Coffee/Tea,8/5/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.65053126,-74.0046777
41680423,AUNTIE ANNE'S PRETZELS,Brooklyn,625,ATLANTIC AVENUE,11217,7187895100,American,8/19/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.68344963,-73.97561559
50105227,POKE TIKY BAR,Brooklyn,564,VANDERBILT AVENUE,11238,3473655214,American,6/16/21,Violations were cited in the following area(s).,15F7,Sign prohibiting smoking or using electronic cigarettes not conspicuously  posted,Not Critical,Smoke-Free Air Act / Initial Inspection,40.67974508,-73.96812141
50017732,FISHERMAN'S COVE,Brooklyn,2137,NOSTRAND AVENUE,11210,3472952892,Caribbean,8/18/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.63332886,-73.94771555
40402527,MADISON SQUARE,Manhattan,51,MADISON AVENUE,10010,2125766303,American,8/13/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.74301564,-73.98640205
41262792,POPEYES,Manhattan,601,WEST  172 STREET,10032,2127811570,Chicken,8/26/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.84357016,-73.93813449
50112326,WENDY'S,Manhattan,85,NASSAU STREET,10038,2126193322,American,8/17/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Operational) / Initial Inspection,40.70996918,-74.00799672
50088523,DORA RESTAURANT,Queens,24513,FRANCIS LEWIS BLVD,11422,7189781945,Latin American,7/19/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,Cycle Inspection / Initial Inspection,40.66478303,-73.73490314
41622635,JUST MADE 4 U,Queens,8021,37 AVENUE,11372,7182058107,American,8/18/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.74958282,-73.88589658
41418013,BREAD PLUS,Brooklyn,2841,HARWAY AVENUE,11214,7183733700,Bakery,8/30/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.58803709,-73.98474155
41210712,"DUNKIN',' BASKIN ROBBINS",Brooklyn,643,MANHATTAN AVENUE,11222,7184723745,Coffee/Tea,8/12/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.72432242,-73.95112179
41643548,BAREBURGER,Queens,7149,AUSTIN STREET,11375,7182752273,American,8/19/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.71963109,-73.84333591
41586283,DOS TOROS TAQUERIA,Manhattan,11,CARMINE STREET,10014,2126272051,Mexican,8/19/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.73041522,-74.00220095
41250031,NEW PETER'S KITCHEN,Queens,149-09,UNION TURNPIKE,11367,7185918688,Chinese,8/18/21,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140¬∫ F to 70¬∫ F or less within 2  hours, and from 70¬∫ F to 41¬∫ F or less within 4 additional hours.",Critical,Cycle Inspection / Initial Inspection,40.71865885,-73.81358011
40423571,ARTUSO PASTRY SHOP,Bronx,670,EAST  187 STREET,10458,7183672515,Bakery,8/5/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.85431063,-73.88504024
40839236,MAIMONIDES PARK CONCESSION STAND 130,Brooklyn,1904,SURF AVENUE,11224,7182663164,American,8/4/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.57506262,-73.98587843
41231506,STARBUCKS,Brooklyn,514,86 STREET,11209,7184911340,Coffee/Tea,8/5/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.62122241,-74.02579525
50104795,LEVAIN BAKERY,Manhattan,351,AMSTERDAM AVENUE,10024,9174643782,Bakery,7/20/21,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,Pre-permit (Operational) / Initial Inspection,40.78164707,-73.97940344
50056980,FAZIO'S,Brooklyn,709,KNICKERBOCKER AVENUE,11221,3475293222,Pizza,8/5/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.69432499,-73.91046287
40399867,DOMINO'S,Manhattan,181,CHURCH STREET,10007,2125668888,Pizza,7/23/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.71563718,-74.00736252
50077690,VIVI BUBBLE TEA,Brooklyn,1616,AVENUE U,11229,9292258883,Coffee/Tea,8/31/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.59895086,-73.95522181
41269187,CAFE FRESCO,Manhattan,1239,1 AVENUE,10065,2125359030,Soups_Salads_Sandwiches_Beverages,8/26/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.76447295,-73.95843849
41623217,GOLDEN PANDA CHINESE RESTAURANT,Brooklyn,2824,FULTON STREET,11207,7188270166,Chinese,8/19/21,No violations were recorded at the time of this inspection.,,,Not Applicable,Cycle Inspection / Initial Inspection,40.67821215,-73.89035271
50098068,CAFE D'AVIGNON,Brooklyn,445,ALBEE SQUARE WEST,11201,9177153556,Coffee/Tea,8/12/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.69082623,-73.98345225
41653532,CRYSTAL LOUNGE,Queens,2583,STEINWAY STREET,11103,7182045900,American,7/22/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Re-inspection,40.76751265,-73.91202836
41350171,"BURGER KING, POPEYES",Queens,16417,UNION TURNPIKE,11366,7189693423,American,8/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.72165106,-73.80394651
41583458,SPRINKLES CUPCAKES,Manhattan,780,LEXINGTON AVENUE,10065,2122078375,Bakery,8/17/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.76333676,-73.96738454
50048470,BUSHWICK GRIND COFFEE HOUSE,Brooklyn,63,WHIPPLE STREET,11206,9293376007,Coffee/Tea,8/2/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.70153499,-73.94433302
40386612,WHITE CASTLE,Queens,21317,NORTHERN BOULEVARD,11361,7182247333,American,7/29/21,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,Cycle Inspection / Initial Inspection,40.76013566,-73.77003121
41642950,CHECKERS,Queens,27-12,QUEENS PLAZA SOUTH,11101,7183924252,American,8/17/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.75007932,-73.93965089
50106071,INDAY RESTAURANT,Manhattan,285,MADISON AVENUE,10017,3475727699,Indian Subcontinent,8/16/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Operational) / Initial Inspection,40.75174854,-73.98003712
50111090,ISRAEL DISCOUNT BANK,Manhattan,1114,AVE AMERICAS,,7324927779,American,8/13/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Pre-permit (Operational) / Initial Inspection,0,0
50111881,NEW YORK LAGUARDIA AIRPORT MARRIOTT,Queens,10205,DITMARS BLVD,11369,7185658900,European,8/27/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Pre-permit (Operational) / Initial Inspection,40.76879379,-73.86831434
50104790,EL CHANGARRITO,Brooklyn,602,MARLBOROUGH ROAD,11226,3477710235,Spanish,7/30/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection,40.63505314,-73.96328248
50064110,Hawa Smoothie,Brooklyn,295,BROADWAY,11211,9293379437,Soups_Salads_Sandwiches_Beverages,6/10/21,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,,,Not Applicable,Cycle Inspection / Initial Inspection,40.70852083,-73.95816331
40561234,DOUGLASTON GOLF SNACKS,Queens,6320,MARATHON PARKWAY,11362,7182246566,American,7/21/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.75457176,-73.72846613
50110148,161 LAFAYETTE,Manhattan,161,LAFAYETTE STREET,10013,2012385865,Other,8/11/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection,40.71985886,-73.99920995
50109514,THE LARK'S NEST,Bronx,4280,KATONAH AVENUE,10470,9144031010,Italian,8/4/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.89797655,-73.86725439
41647870,POST NO BILLS,Brooklyn,253,BUSHWICK AVENUE,11206,3477213631,American,8/20/21,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,Cycle Inspection / Initial Inspection,40.70730494,-73.93976911
50005944,THE MOONLIGHTMILE,Brooklyn,200,FRANKLIN STREET,11222,9175235851,American,8/27/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,Cycle Inspection / Initial Inspection,40.73232064,-73.95798233
50107480,Kennedy Fried Chicken,Bronx,1572,EAST  174 STREET,10472,8628129262,Chicken,8/2/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.83382994,-73.87758809
41328070,VILLABATE-ALBA PASTICCERIA,Brooklyn,7001,18 AVENUE,11204,7183318430,Bakery,8/30/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility‚Äôs food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,Cycle Inspection / Initial Inspection,40.61616373,-73.99315637
50101679,WILD BIRDS,Brooklyn,951,DEAN STREET,11238,6464200894,American,7/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.67817743,-73.95835187
50078659,INTERLUDE CAFE,Manhattan,145,HUDSON STREET,10013,9492853401,Coffee/Tea,8/24/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.72106625,-74.0083985
50110947,Twenty One Grains,Manhattan,152,WEST   52 STREET,10019,9177556709,Soups_Salads_Sandwiches_Beverages,8/10/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Pre-permit (Operational) / Initial Inspection,40.76199773,-73.98156821
40698807,MAMA MIA 44 SW,Manhattan,621,9 AVENUE,10036,2123154582,Italian,7/22/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.75963293,-73.99176266
50110635,INKERMAN,Manhattan,102,THOMPSON STREET,10012,6177556596,Coffee/Tea,8/19/21,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,Pre-permit (Non-operational) / Initial Inspection,40.72548836,-74.00209977
50108524,JUICY KING CRAB EXPRESS,Manhattan,213,EAST BROADWAY,10002,9176393088,Seafood,7/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.71426984,-73.98750093
50053575,BLUE STORM BILLIARDS & CAFE,Queens,13541,37TH AVE,11354,7184616600,Spanish,7/19/21,Violations were cited in the following area(s).,10G,Food service operation occurring in room used as living or sleeping quarters.,Not Critical,Cycle Inspection / Initial Inspection,40.76135695,-73.8316391
50060971,KATCH,Queens,3119,NEWTOWN AVE,11102,9143200307,American,7/30/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.76743108,-73.92062418
50108597,TOFU BOX,Brooklyn,632,GRAND STREET,11211,7183884232,Vegan_Vegetarian,7/19/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Pre-permit (Operational) / Initial Inspection,40.71135421,-73.94679202
41600159,JUMBO'S HAMBURGERS,Manhattan,274,WEST  145 STREET,10039,2124915444,American,8/25/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.82244818,-73.94103386
50109493,CHIPOTLE,Brooklyn,2076,86 STREET,11214,6143187413,Tex-Mex,8/24/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.60352414,-73.9964924
50107752,FIVE IRON GOLF,Manhattan,883,AVENUE OF THE AMERICAS,10001,2124193875,American,8/16/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.74814314,-73.98899232
50060746,MY PIE PIZZERIA,Manhattan,166,WEST   72 STREET,10023,2127877200,Pizza,7/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.77821636,-73.98073685
