restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
STARBUCKS,Brooklyn,7/26/21,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical
STARBUCKS,Queens,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Manhattan,7/27/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Queens,7/21/21,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical
STARBUCKS,Queens,7/22/21,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical
STARBUCKS,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Staten Island,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Manhattan,7/21/21,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical
STARBUCKS,Staten Island,7/29/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
STARBUCKS,Brooklyn,7/19/21,02B,Hot food item not held at or above 140º F.,Critical
STARBUCKS,Queens,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Manhattan,7/20/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
STARBUCKS,Brooklyn,7/19/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
STARBUCKS,Brooklyn,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STARBUCKS,Brooklyn,7/26/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS,Brooklyn,7/23/21,02B,Hot food item not held at or above 140º F.,Critical
STARBUCKS,Staten Island,7/28/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
STARBUCKS,Brooklyn,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Queens,6/1/21,15F7,Sign prohibiting smoking or using electronic cigarettes not conspicuously  posted,Not Critical
STARBUCKS,Brooklyn,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS,Brooklyn,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STARBUCKS,Queens,7/29/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
STARBUCKS,Queens,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Manhattan,7/27/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Manhattan,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Queens,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Brooklyn,7/26/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/29/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STARBUCKS,Manhattan,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS,Queens,7/19/21,02B,Hot food item not held at or above 140º F.,Critical
STARBUCKS,Manhattan,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STARBUCKS,Brooklyn,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Bronx,7/29/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Brooklyn,7/28/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/22/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
STARBUCKS,Queens,7/26/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STARBUCKS,Brooklyn,7/22/21,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical
STARBUCKS,Brooklyn,7/24/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Queens,4/30/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
STARBUCKS,Manhattan,7/23/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
STARBUCKS,Brooklyn,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/29/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS,Queens,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Manhattan,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
STARBUCKS,Queens,7/19/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Manhattan,7/20/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
STARBUCKS,Staten Island,7/19/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
STARBUCKS,Manhattan,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Queens,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/20/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Bronx,7/19/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
STARBUCKS,Manhattan,7/28/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Manhattan,7/23/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS,Bronx,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Brooklyn,7/22/21,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical
STARBUCKS,Queens,7/21/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Queens,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Manhattan,7/27/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Manhattan,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STARBUCKS,Bronx,7/30/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS,Brooklyn,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS,Staten Island,7/30/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
STARBUCKS COFFEE,Manhattan,7/27/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS COFFEE,Manhattan,7/20/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS COFFEE,Brooklyn,7/21/21,02B,Hot food item not held at or above 140º F.,Critical
STARBUCKS COFFEE,Queens,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STARBUCKS COFFEE #14090,Manhattan,6/9/21,18F,Permit not conspicuously displayed.,Not Critical
STARBUCKS COFFEE #49952,Brooklyn,7/21/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
STARBUCKS COFFEE COMPANY,Manhattan,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS COFFEE COMPANY,Brooklyn,7/31/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
STARBUCKS COFFEE COMPANY,Brooklyn,7/28/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STARBUCKS COFFEE COMPANY,Queens,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STARBUCKS COFFEE COMPANY,Manhattan,7/21/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
STARBUCKS COFFEE#54771,Queens,7/22/21,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical
STARBUCKS RESERVE,Manhattan,7/29/21,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical
STARBUCKS RESERVE,Queens,7/20/21,02B,Hot food item not held at or above 140º F.,Critical
STEAM BOX,Bronx,7/12/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
STEAM BOX,Queens,7/23/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
STEVE'S COFFEE SHOP,Queens,7/21/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STEVE'S COFFEE SHOP,Brooklyn,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
STEVE'S COFFEE SHOP,Brooklyn,7/29/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
STICKY'S FINGER JOINT,Brooklyn,7/20/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
STICKY'S FINGER JOINT,Brooklyn,7/22/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
STOUT NYC,Manhattan,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
STOUT NYC,Queens,7/21/21,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical
STOUT NYC,Brooklyn,7/29/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
STOUT NYC,Queens,7/19/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUBWAY,Queens,7/29/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
Subway,Brooklyn,7/23/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
SUBWAY,Brooklyn,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Manhattan,7/20/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
SUBWAY,Bronx,7/27/21,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical
SUBWAY,Manhattan,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUBWAY,Brooklyn,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Bronx,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUBWAY,Queens,7/29/21,09B,Thawing procedures improper.,Not Critical
SUBWAY,Brooklyn,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUBWAY,Bronx,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Brooklyn,7/21/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
SUBWAY,Queens,7/21/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUBWAY,Brooklyn,7/26/21,02B,Hot food item not held at or above 140º F.,Critical
SUBWAY,Bronx,7/20/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SUBWAY,Brooklyn,7/22/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUBWAY,Manhattan,7/26/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
SUBWAY,Bronx,7/20/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUBWAY,Queens,7/22/21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical
SUBWAY,Queens,7/26/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
SUBWAY,Queens,7/28/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUBWAY,Brooklyn,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUBWAY,Manhattan,7/20/21,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical
SUBWAY,Manhattan,7/30/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
SUBWAY,Brooklyn,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Brooklyn,7/30/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Queens,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
Subway,Manhattan,7/28/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUBWAY,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUBWAY,Brooklyn,7/22/21,09C,Food contact surface not properly maintained.,Not Critical
SUBWAY,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUBWAY,Brooklyn,7/19/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Manhattan,7/30/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUBWAY,Manhattan,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SUBWAY,Manhattan,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
SUBWAY,Brooklyn,7/21/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUBWAY,Queens,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUGAR FREAK,Manhattan,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUGARFISH BY SUSHI NOZAWA,Manhattan,7/20/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
SUGARFISH BY SUSHI NOZAWA,Manhattan,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SULLIVAN TAQUERIA,Brooklyn,7/19/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
SUNDAES AND CONES,Brooklyn,7/19/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
SUNDAES AND CONES,Brooklyn,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUNMERRY FRESH MEADOWS,Brooklyn,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUNMERRY FRESH MEADOWS,Queens,7/30/21,09C,Food contact surface not properly maintained.,Not Critical
SUNMERRY FRESH MEADOWS,Queens,7/26/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUNMERRY FRESH MEADOWS,Brooklyn,7/23/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUNMERRY FRESH MEADOWS,Brooklyn,7/27/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SUNNYSIDE PIZZA,Manhattan,7/30/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUNRISING FOOD HUT RESTAURANT INC,Queens,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUNRISING FOOD HUT RESTAURANT INC,Brooklyn,7/19/21,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical
SUNSET PARK DINER & DONUTS,Manhattan,5/11/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
SUNSET PARK DINER & DONUTS,Brooklyn,7/22/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SUNSET PARK DINER & DONUTS,Manhattan,7/30/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
SUNSET PARK PIZZA,Staten Island,7/21/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUNSET PARK PIZZA,Manhattan,7/30/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SUNSET PARK PIZZA,Staten Island,7/29/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SUNSET PARK PIZZA,Queens,7/22/21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
SUNSET PARK PIZZA,Brooklyn,7/20/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUNSET PARK PIZZA,Bronx,7/21/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SUPERFINE,Queens,7/22/21,10J,Hand wash sign not posted,Not Critical
SUPERFINE,Brooklyn,7/26/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
SUSHI BELL,Brooklyn,7/31/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SUSHI BELL,Brooklyn,7/19/21,09C,Food contact surface not properly maintained.,Not Critical
SUSHI BELL,Queens,7/21/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
SUSHI BELL,Brooklyn,7/27/21,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical
SUSHI GALLERY,Manhattan,7/20/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
SUSHI LIN,Manhattan,7/22/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
SUSHI MESHUGA,Queens,7/23/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
SUSHI SEN-NIN,Brooklyn,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SUSHI SEN-NIN,Manhattan,7/28/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
SWEET LEAF,Queens,7/21/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
SWEET LEAF,Brooklyn,7/22/21,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical
SWEET LEAF,Queens,7/22/21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical
SWEET LEAF,Queens,7/22/21,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical
SWEET LEAF,Manhattan,7/29/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SWEET LEAF,Queens,7/22/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SWEET LEAF,Manhattan,7/30/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SWEET LIFE PASTRY,Brooklyn,7/28/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SWEET LIFE PASTRY,Brooklyn,7/26/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SWEET POLLY,Staten Island,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
